"area";"serviço";"valor_reais";"horas_estimadas"
"Atividades avulsas ou extrajudiciais";"Consulta";"539,25";"0,62"
"Atividades avulsas ou extrajudiciais";"Consulta - a) Consulta em condições excepcionais (com exame de documentos)";"1155,52";"1,33"
"Atividades avulsas ou extrajudiciais";"Hora intelectual";"868,96";"1,00"
"Atividades avulsas ou extrajudiciais";"Acompanhamento ou exame de documentos em órgão público";"1216,54";"1,40"
"Atividades avulsas ou extrajudiciais";"Acompanhamento de citação, notificação, intimação, interpelação e exames periciais";"868,96";"1,00"
"Atividades avulsas ou extrajudiciais";"Acompanhamento de depoimento pessoal ou inquirição de testemunhas (por ato)";"2433,09";"2,80"
"Atividades avulsas ou extrajudiciais";"Cobrança amigável (art. 395 do CC/2002), independentemente dos honorários contratuais";"1216,54";"1,40"
"Atividades avulsas ou extrajudiciais";"Consignação em pagamento na via extrajudicial";"2085,52";"2,40"
"Atividades avulsas ou extrajudiciais";"Exame e visto em instrumento de constituição de pessoa jurídica";"2085,52";"2,40"
"Atividades avulsas ou extrajudiciais";"Elaboração de notificação extrajudicial";"868,96";"1,00"
"Atividades avulsas ou extrajudiciais";"Elaboração de minutas de contrato, distrato, alteração, estatuto, testamento, escritura ou documento";"4930,26";"5,67"
"Atividades avulsas ou extrajudiciais";"Parecer ou memorial";"3475,84";"4,00"
"Atividades avulsas ou extrajudiciais";"Requerimento ou petições";"1216,54";"1,40"
"Atividades avulsas ou extrajudiciais";"Exame de processo em geral";"770,35";"0,89"
"Atividades avulsas ou extrajudiciais";"Intervenção para solução de qualquer assunto no terreno amigável, mesmo quando for de valor inestimável";"3081,42";"3,55"
"Atividades avulsas ou extrajudiciais";"Intervenção para solução de qualquer assunto no terreno amigável, mesmo quando for de valor inestimável - a) Havendo interesse econômico, 10% desse valor";"";""
"Matéria administrativa";"Sindicância e processo administrativo – acompanhamento/defesa";"3128,26";"3,60"
"Matéria administrativa";"Processo administrativo – recurso";"6082,72";"7,00"
"Matéria administrativa";"Ação ou defesa – fase administrativa";"10427,52";"12,00"
"Matéria administrativa";"Recurso – fase administrativa";"5213,74";"6,00"
"Matéria administrativa";"Ação ou defesa – fase judicial";"17379,18";"20,00"
"Matéria administrativa";"Recurso – fase judicial";"8689,58";"10,00"
"Atividades em juizados especiais: estadual e federal";"Inicial ou contestação e audiência";"1390,33";"1,60"
"Atividades em juizados especiais: estadual e federal";"Atuação em segunda instância";"1042,75";"1,20"
"Atividades em juizados especiais: estadual e federal";"Sustentação oral perante turmas recursais";"1042,75";"1,20"
"Atividades em matéria cível";"Procedimento ordinário: proposição ou defesa";"6256,51";"7,20"
"Atividades em matéria cível";"Procedimento sumário: proposição ou defesa";"4344,80";"5,00"
"Atividades em matéria cível";"Cumprimento de sentença";"3475,84";"4,00"
"Atividades em matéria cível";"Impugnação ao cumprimento de sentença";"3475,84";"4,00"
"Atividades em matéria cível";"Execução de título extrajudicial";"3475,84";"4,00"
"Atividades em matéria cível";"Impugnação/embargos à execução de título extrajudicial";"3475,84";"4,00"
"Atividades em matéria cível";"Impugnação/embargos à penhora, à arrematação, à adjudicação, ao leilão, de títulos judiciais e extrajudiciais";"3475,84";"4,00"
"Atividades em matéria cível";"Processo cautelar específico: incidental ou preparatório";"3475,84";"4,00"
"Atividades em matéria cível";"Processo cautelar inominado: incidental ou preparatório";"4344,80";"5,00"
"Atividades em matéria cível";"Consignação em pagamento";"4344,80";"5,00"
"Atividades em matéria cível";"Depósito";"3475,84";"4,00"
"Atividades em matéria cível";"Anulação e substituição de título ao portador";"3475,84";"4,00"
"Atividades em matéria cível";"Prestação de contas";"10427,52";"12,00"
"Atividades em matéria cível";"Móvel";"3475,84";"4,00"
"Atividades em matéria cível";"Imóvel: interdito proibitório – manutenção – reintegração";"6082,72";"7,00"
"Atividades em matéria cível";"Nunciação de obra nova";"5392,48";"6,21"
"Atividades em matéria cível";"Usucapião";"6082,72";"7,00"
"Atividades em matéria cível";"Divisão e demarcação";"5392,48";"6,21"
"Atividades em matéria cível";"Embargos de terceiro";"6082,72";"7,00"
"Atividades em matéria cível";"Habilitação";"4344,80";"5,00"
"Atividades em matéria cível";"Restauração de autos";"4344,80";"5,00"
"Atividades em matéria cível";"Das vendas a crédito com reserva de domínio";"4344,80";"5,00"
"Atividades em matéria cível";"Do Juízo arbitral";"5392,48";"6,21"
"Atividades em matéria cível";"Da ação monitória";"3081,41";"3,55"
"Atividades em matéria cível";"Desapropriação direta";"6162,84";"7,09"
"Atividades em matéria cível";"Desapropriação indireta";"10427,52";"12,00"
"Atividades em matéria cível";"Inominada";"4344,80";"5,00"
"Atividades em matéria cível";"Ação de retificação de registro público";"4344,80";"5,00"
"Atividades em matéria cível";"Alvará judicial";"3081,41";"3,55"
"Atividades em matéria cível";"Ação de constituição, extinção de usufruto ou fideicomisso";"4622,13";"5,32"
"Atividades em matéria cível";"Mandado de segurança";"6951,68";"8,00"
"Atividades em matéria cível";"Ação ordinária de despejo";"5392,48";"6,21"
"Atividades em matéria cível";"Ação renovatória de locação";"5392,48";"6,21"
"Atividades em matéria cível";"Ação de revisão e/ou arbitramento de aluguel";"5392,48";"6,21"
"Atividades em matéria cível";"Ação de consignação de aluguel";"4344,80";"5,00"
"Atividades em matéria cível";"Atos/acompanhamento despejo/reintegração";"3475,84";"4,00"
"Atividades em matéria cível";"Ação de dissolução de sociedade";"6951,68";"8,00"
"Atividades em matéria cível";"Ação de cancelamento de protesto";"4344,80";"5,00"
"Atividades em matéria cível";"Mandado de injunção";"4344,80";"5,00"
"Atividades em matéria cível";"Habeas data";"4344,80";"5,00"
"Atividades em matéria cível";"Ação negatória ou de abstenção de uso de matéria de propriedade intelectual";"18248,15";"21,00"
"Atividades em matéria cível";"Ação indenizadora por prejuízos decorrentes de contrafação ou crime em matéria de propriedade intelectual";"12165,43";"14,00"
"Atividades em matéria cível";"Busca e apreensão em matéria de propriedade intelectual";"14772,31";"17,00"
"Atividades em matéria cível";"Procedimentos administrativos de propriedade intelectual: depósitos de marca ou patente, oposição, recursos, revisão, caducidade, nulidade etc.";"5392,48";"6,21"
"Atividades em matéria cível";"Análise da documentação e pedido de registro de loteamento ou desmembramento, por grupo de dez lotes";"4344,80";"5,00"
"Atividades em matéria cível";"Opção de nacionalidade";"3475,84";"4,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Pedido de falência e acompanhamento até a decretação";"5213,74";"6,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Ação de restituição e ação reivindicatória, até a decisão final";"5213,74";"6,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Pedido de recuperação de empresa";"9244,25";"10,64"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Pedido de declaração de insolvência";"4344,80";"5,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Habilitação tempestiva ou retardatária e divergência de crédito";"4344,80";"5,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Representação do falido (sobre o montante do passivo)";"8689,58";"10,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Representação do devedor insolvente (sobre o montante do passivo)";"8689,58";"10,00"
"Atividades em matéria de insolvência, falências e recuperação de empresas";"Representação do administrador judicial na falência ou na recuperação judicial";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Divórcio Judicial - a) Consensual";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Divórcio Judicial - b) Cumulado com alimentos e/ou bens, acrescido do percentual";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Divórcio Judicial - c) Litigioso";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Divórcio Judicial - d) Cumulado com alimentos e/ou bens, acrescido do percentual";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Reconvenção em divórcio";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Ação anulatória de separação judicial, divórcio e/ou rescisória (acrescido do percentual sobre o patrimônio)";"11968,22";"13,77"
"Atividades em matéria de família e sucessões";"Divórcio extrajudicial em cartório (acrescido do percentual sobre alimentos, patrimônio e/ou quinhão)";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Dissolução de união estável - a) Consensual";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Dissolução de união estável - b) Cumulada com alimentos e/ou bens, acrescida do percentual";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Dissolução de união estável - c) Litigiosa";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Dissolução de união estável - d) Cumulada com alimentos e/ou bens, acrescida do percentual";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Investigação de paternidade cumulada - a) com petição de herança, acrescida do percentual sobre o quinhão";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Investigação de paternidade cumulada - b) com petição de alimentos, acrescida do percentual sobre o valor da causa";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Ação negatória de paternidade";"14772,31";"17,00"
"Atividades em matéria de família e sucessões";"Ação negatória de paternidade - a) Ação rescisória de paternidade";"14772,31";"17,00"
"Atividades em matéria de família e sucessões";"Ação de nulidade ou anulação de casamento";"14772,31";"17,00"
"Atividades em matéria de família e sucessões";"Ação de alimentos: provisórios – provisionais (majoração – redução – exoneração) e ação revisional de alimentos";"2606,88";"3,00"
"Atividades em matéria de família e sucessões";"Ação de alimentos: provisórios – provisionais (majoração – redução – exoneração) e ação revisional de alimentos - a) Proposição e/ou contestação – valor de 3 (três) pensões mensais";"2606,88";"3,00"
"Atividades em matéria de família e sucessões";"Execução de alimentos – pena de prisão/penhora";"2606,88";"3,00"
"Atividades em matéria de família e sucessões";"Execução de alimentos – pena de prisão/penhora - a) Proposição e/ou contestação: valor de 3 (três) pensões mensais";"";""
"Atividades em matéria de família e sucessões";"Curatela";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Tutela";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Emancipação ou suprimento";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Suprimento judicial de outorga de consentimento";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Adoção - a) Por nacional";"8689,58";"10,00"
"Atividades em matéria de família e sucessões";"Adoção - b) Por estrangeiro";"16510,22";"19,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família";"";""
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - a) Arrolamento de bens";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - b) Busca e apreensão de crianças e adolescentes ou bens";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - c) Guarda provisória";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - d) Regulamentação de visitas";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - e) Separação de corpos";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ações cautelares – Direito de Família - f) Sequestro de bens";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Ação ordinária de regulamentação de visitas";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Ação ordinária de busca e apreensão de crianças e adolescentes";"7820,64";"9,00"
"Atividades em matéria de família e sucessões";"Ação de interdição ou levantamento";"8689,58";"10,00"
"Atividades em matéria de família e sucessões";"Ação de alteração de guarda";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Habeas corpus (prisão civil)";"16510,22";"19,00"
"Atividades em matéria de família e sucessões";"Desconsideração da personalidade jurídica";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Inventário, arrolamento e sobrepartilha judicial - a) Sem litígio: 8% sobre o valor real do monte-mor ou sobre o valor real do quinhão de cada herdeiro";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Inventário, arrolamento e sobrepartilha judicial - b) Com litígio: 10% sobre o valor real do monte-mor ou sobre o valor real do quinhão de cada herdeiro";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Inventário, arrolamento e sobrepartilha judicial - c) Sobrepartilha: aplicam-se os mesmos índices do inventário ou arrolamento";"";""
"Atividades em matéria de família e sucessões";"Inventário negativo";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Inventário, arrolamento e sobrepartilha extrajudicial - a) 6% sobre o valor real do monte-mor ou 6% sobre o valor real do quinhão de cada herdeiro";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Reserva de bens";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Remoção de inventariante";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Ação de colação";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ação de doação inoficiosa – 10% sobre os bens excedentes";"6082,72";"7,00"
"Atividades em matéria de família e sucessões";"Ação de sonegados";"10427,52";"12,00"
"Atividades em matéria de família e sucessões";"Ação de nulidade de testamento";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Ação anulatória de testamento";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Ação de nulidade de partilha";"12165,42";"14,00"
"Atividades em matéria de família e sucessões";"Ação de habilitação de herdeiros (sobre o valor habilitado)";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Ação de habilitação de crédito (sobre o valor habilitado)";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Ação declaratória de indignidade (sobre o valor do quinhão do excluído)";"8168,22";"9,40"
"Atividades em matéria de família e sucessões";"Ação declaratória de deserdação (sobre o quinhão do deserdado)";"8168,22";"9,40"
"Atividades em matéria de família e sucessões";"Retificação de partilha";"4344,80";"5,00"
"Atividades em matéria de família e sucessões";"Minuta de testamento e/ou assistência ao ato e a abertura de testamento";"6082,72";"7,00"
"Atividades em matéria previdenciária";"Concessão ou restabelecimento de aposentadoria, auxílio-acidente, pensão por morte e benefícios assistenciais (BPC)";"3503,16";"4,03"
"Atividades em matéria previdenciária";"Concessão ou restabelecimento de auxílio-doença ou auxílio-reclusão";"1167,72";"1,34"
